idx,t_us,red,ir,green,finger,rb_used,flags
3105,49503026,139583,159313,0,1,0,2
3106,49518651,139583,159313,0,1,0,2
3107,49534276,139610,159105,0,1,1,0
3108,49549901,139624,159391,0,1,0,0
3109,49565526,139624,159391,0,1,0,2
3110,49581151,139633,159046,0,1,1,0
3111,49596776,139538,159013,0,1,0,0
3112,49612401,139538,159013,0,1,0,2
3113,49628026,139538,159013,0,1,0,2
3114,49643651,139440,158579,0,1,1,0
3115,49659276,139385,158679,0,1,0,0
3116,49674901,139385,158679,0,1,0,2
3117,49690526,139385,158679,0,1,0,2
3118,49706151,139385,158679,0,1,0,2
3119,49721776,139392,158354,0,1,1,0
3120,49737401,139372,158624,0,1,0,0
3121,49753026,139372,158624,0,1,0,2
3122,49768651,139372,158624,0,1,0,2
3123,49784276,139433,158557,0,1,1,0
3124,49799901,139428,158749,0,1,0,0
3125,49815526,139428,158749,0,1,0,2
3126,49831151,139452,158578,0,1,1,0
3127,49846776,139447,158646,0,1,0,0
3128,49862401,139447,158646,0,1,0,2
3129,49878026,139439,158531,0,1,1,0
3130,49893651,139399,158539,0,1,0,0
3131,49909276,139399,158539,0,1,0,2
3132,49924901,139370,158543,0,1,0,0
3133,49940526,139370,158543,0,1,0,2
3134,49956151,139370,158543,0,1,0,2
3135,49971776,139370,158543,0,1,0,2
3136,49987401,139383,158651,0,1,1,0
3137,50003026,139381,158753,0,1,0,0
3138,50018651,139381,158753,0,1,0,2
3139,50034276,139455,158756,0,1,1,0
3140,50049901,139475,158998,0,1,0,0
3141,50065526,139475,158998,0,1,0,2
3142,50081151,139505,158970,0,1,1,0
3143,50096776,139530,159193,0,1,0,0
3144,50112401,139530,159193,0,1,0,2
3145,50128026,139530,159193,0,1,0,2
3146,50143651,139530,159193,0,1,0,2
3147,50159276,139530,159193,0,1,0,2
3148,50174901,139837,159070,0,1,1,0
3149,50190526,139195,159131,0,1,0,0
3150,50206151,139195,159131,0,1,0,2
3151,50221776,139845,159103,0,1,1,0
3152,50237401,139234,159216,0,1,0,0
3153,50253026,139234,159216,0,1,0,2
3154,50268651,139234,159216,0,1,0,2
3155,50284276,139877,159130,0,1,1,0
3156,50299901,139215,159118,0,1,0,0
3157,50315526,139215,159118,0,1,0,2
3158,50331151,139676,158623,0,1,1,0
3159,50346776,139085,158610,0,1,0,0
3160,50362401,139085,158610,0,1,0,2
3161,50378026,139085,158610,0,1,0,2
3162,50393651,139085,158610,0,1,0,2
3163,50409276,139313,158457,0,1,1,0
3164,50424901,139302,158455,0,1,0,0
3165,50440526,139302,158455,0,1,0,2
3166,50456151,139302,158455,0,1,0,2
3167,50471776,139351,158361,0,1,1,0
3168,50487401,139359,158329,0,1,0,0
3169,50503026,139359,158329,0,1,0,2
3170,50518651,139341,158319,0,1,1,0
3171,50534276,139368,158283,0,1,0,0
3172,50549901,139368,158283,0,1,0,2
3173,50565526,139297,158185,0,1,1,0
3174,50581151,139286,158200,0,1,0,0
3175,50596776,139286,158200,0,1,0,2
3176,50612401,139286,158200,0,1,0,2
3177,50628026,139286,158200,0,1,0,2
3178,50643651,139286,158200,0,1,0,2
3179,50659276,139208,158316,0,1,1,0
3180,50674901,139228,157832,0,1,0,0
3181,50690526,139228,157832,0,1,0,2
3182,50706151,139265,158377,0,1,1,0
3183,50721776,139274,157974,0,1,0,0
3184,50737401,139274,157974,0,1,0,2
3185,50753026,139274,157974,0,1,0,2
3186,50768651,139280,158485,0,1,1,0
3187,50784276,139317,158205,0,1,0,0
3188,50799901,139317,158205,0,1,0,2
3189,50815526,139355,158586,0,1,1,0
3190,50831151,139351,158375,0,1,0,0
3191,50846776,139351,158375,0,1,0,2
