idx,t_us,red,ir,green,finger,rb_used,flags
61451,961175730,143787,165666,0,1,0,2
61452,961191355,143739,165293,0,1,0,0
61453,961206980,143739,165293,0,1,0,2
61454,961222605,143739,165293,0,1,0,2
61455,961238230,143739,165293,0,1,0,2
61456,961253855,143250,165496,0,1,1,0
61457,961269480,143681,165156,0,1,0,0
61458,961285105,143681,165156,0,1,0,2
61459,961300730,143187,165520,0,1,1,0
61460,961316355,143644,165016,0,1,0,0
61461,961331980,143644,165016,0,1,0,2
61462,961347605,143211,165610,0,1,1,0
61463,961363230,143656,164925,0,1,0,0
61464,961378855,143656,164925,0,1,0,2
61465,961394480,143656,164925,0,1,0,2
61466,961410105,143656,164925,0,1,0,2
61467,961425730,143656,164925,0,1,0,2
61468,961441355,142824,165412,0,1,1,0
61469,961456980,143187,165484,0,1,0,0
61470,961472605,143187,165484,0,1,0,2
61471,961488230,142910,165366,0,1,1,0
61472,961503855,143193,165403,0,1,0,0
61473,961519480,143193,165403,0,1,0,2
61474,961535105,143193,165403,0,1,0,2
61475,961550730,143023,165362,0,1,1,0
61476,961566355,143185,165428,0,1,0,0
61477,961581980,143185,165428,0,1,0,2
61478,961597605,143120,165403,0,1,1,0
61479,961613230,143182,165478,0,1,0,0
61480,961628855,143182,165478,0,1,0,2
61481,961644480,143182,165478,0,1,0,2
61482,961660105,143182,165478,0,1,0,2
61483,961675730,143182,165478,0,1,0,2
61484,961691355,143221,165465,0,1,1,0
61485,961706980,143235,165840,0,1,0,0
61486,961722605,143235,165840,0,1,0,2
61487,961738230,143249,165493,0,1,1,0
61488,961753855,143263,165891,0,1,0,0
61489,961769480,143263,165891,0,1,0,2
61490,961785105,143231,165511,0,1,1,0
61491,961800730,143258,165919,0,1,0,0
61492,961816355,143258,165919,0,1,0,2
61493,961831980,143158,165586,0,1,1,0
61494,961847605,143245,165935,0,1,0,0
61495,961863230,143245,165935,0,1,0,2
61496,961878855,143229,165943,0,1,0,0
61497,961894480,143229,165943,0,1,0,2
61498,961910105,143229,165943,0,1,0,2
61499,961925730,143229,165943,0,1,0,2
61500,961941355,142947,165708,0,1,1,0
61501,961956980,143256,165967,0,1,0,0
61502,961972605,143256,165967,0,1,0,2
61503,961988230,142845,165769,0,1,1,0
61504,962003855,143264,165957,0,1,0,0
61505,962019480,143264,165957,0,1,0,2
61506,962035105,143264,165957,0,1,0,2
61507,962050730,142729,165572,0,1,1,0
61508,962066355,143179,165659,0,1,0,0
61509,962081980,143179,165659,0,1,0,2
61510,962097605,143179,165659,0,1,0,2
61511,962113230,143179,165659,0,1,0,2
61512,962128855,143220,165339,0,1,1,0
61513,962144480,143123,165380,0,1,0,0
61514,962160105,143123,165380,0,1,0,2
61515,962175730,143123,165380,0,1,0,2
61516,962191355,143154,165335,0,1,1,0
61517,962206980,143109,165433,0,1,0,0
61518,962222605,143109,165433,0,1,0,2
61519,962238230,143197,165387,0,1,1,0
61520,962253855,143137,165561,0,1,0,0
61521,962269480,143137,165561,0,1,0,2
61522,962285105,143162,165428,0,1,1,0
61523,962300730,143142,165655,0,1,0,0
61524,962316355,143142,165655,0,1,0,2
61525,962331980,143142,165655,0,1,0,2
61526,962347605,143142,165655,0,1,0,2
61527,962363230,143142,165655,0,1,0,2
61528,962378855,143533,164871,0,1,1,0
61529,962394480,142729,165415,0,1,0,0
61530,962410105,142729,165415,0,1,0,2
61531,962425730,143524,164767,0,1,1,0
61532,962441355,142939,165339,0,1,0,0
61533,962456980,142939,165339,0,1,0,2
61534,962472605,143505,164827,0,1,1,0
61535,962488230,143027,165418,0,1,0,0
61536,962503855,143027,165418,0,1,0,2
61537,962519480,143027,165418,0,1,0,2
61538,962535105,143482,164856,0,1,1,0
61539,962550730,143142,165465,0,1,0,0
61540,962566355,143198,165502,0,1,0,0
61541,962581980,143198,165502,0,1,0,2
61542,962597605,143198,165502,0,1,0,2
61543,962613230,143198,165502,0,1,0,2
61544,962628855,143445,164945,0,1,1,0
61545,962644480,143217,165515,0,1,0,0
61546,962660105,143217,165515,0,1,0,2
61547,962675730,143439,165105,0,1,1,0
61548,962691355,143241,165574,0,1,0,0
61549,962706980,143241,165574,0,1,0,2
61550,962722605,143241,165574,0,1,0,2
61551,962738230,143440,165247,0,1,1,0
61552,962753855,143232,165613,0,1,0,0
61553,962769480,143232,165613,0,1,0,2
61554,962785105,143232,165613,0,1,0,2
61555,962800730,143232,165613,0,1,0,2
61556,962816355,143232,165613,0,1,0,2
61557,962831980,143304,165640,0,1,1,0
61558,962847605,142983,165535,0,1,0,0
61559,962863230,142983,165535,0,1,0,2
61560,962878855,143326,165300,0,1,1,0
61561,962894480,142805,165183,0,1,0,0
61562,962910105,142805,165183,0,1,0,2
61563,962925730,143377,165091,0,1,1,0
61564,962941355,142658,165070,0,1,0,0
61565,962956980,142658,165070,0,1,0,2
61566,962972605,143446,165026,0,1,1,0
61567,962988230,142579,164989,0,1,0,0
61568,963003855,142579,164989,0,1,0,2
61569,963019480,142488,165046,0,1,0,0
61570,963035105,142488,165046,0,1,0,2
61571,963050730,142488,165046,0,1,0,2
61572,963066355,142488,165046,0,1,0,2
61573,963081980,143496,164928,0,1,1,0
61574,963097605,142444,165012,0,1,0,0
61575,963113230,142444,165012,0,1,0,2
61576,963128855,143448,164785,0,1,1,0
61577,963144480,142424,164963,0,1,0,0
61578,963160105,142424,164963,0,1,0,2
61579,963175730,143430,164586,0,1,1,0
61580,963191355,142402,164915,0,1,0,0
61581,963206980,142402,164915,0,1,0,2
61582,963222605,142402,164915,0,1,0,2
61583,963238230,142402,164915,0,1,0,2
61584,963253855,142402,164915,0,1,0,2
61585,963269480,142962,165066,0,1,1,0
61586,963285105,143003,164949,0,1,0,0
61587,963300730,143003,164949,0,1,0,2
61588,963316355,142988,165055,0,1,1,0
61589,963331980,143012,165014,0,1,0,0
61590,963347605,143012,165014,0,1,0,2
61591,963363230,143012,165014,0,1,0,2
61592,963378855,142942,165142,0,1,1,0
61593,963394480,142982,165108,0,1,0,0
61594,963410105,142982,165108,0,1,0,2
61595,963425730,142967,165170,0,1,1,0
61596,963441355,143039,165104,0,1,0,0
61597,963456980,143039,165104,0,1,0,2
61598,963472605,143054,165243,0,1,0,0
61599,963488230,143054,165243,0,1,0,2
61600,963503855,143054,165243,0,1,0,2
61601,963519480,143029,165281,0,1,1,0
61602,963535105,143048,165283,0,1,0,0
61603,963550730,143048,165283,0,1,0,2
61604,963566355,143048,165283,0,1,0,2
61605,963581980,143023,165178,0,1,1,0
61606,963597605,142961,165030,0,1,0,0
61607,963613230,142961,165030,0,1,0,2
61608,963628855,143029,164792,0,1,1,0
61609,963644480,142945,164763,0,1,0,0
61610,963660105,142945,164763,0,1,0,2
61611,963675730,142826,164757,0,1,0,0
61612,963691355,142826,164757,0,1,0,2
61613,963706980,142826,164757,0,1,0,2
61614,963722605,142956,164791,0,1,1,0
61615,963738230,142702,164716,0,1,0,0
61616,963753855,142702,164716,0,1,0,2
61617,963769480,142702,164716,0,1,0,2
61618,963785105,143028,164685,0,1,1,0
61619,963800730,142597,164696,0,1,0,0
61620,963816355,142597,164696,0,1,0,2
61621,963831980,143128,164708,0,1,1,0
61622,963847605,142498,164707,0,1,0,0
61623,963863230,142498,164707,0,1,0,2
61624,963878855,142498,164707,0,1,0,2
61625,963894480,142498,164707,0,1,0,2
61626,963910105,142498,164707,0,1,0,2
61627,963925730,142910,164852,0,1,1,0
61628,963941355,143011,164633,0,1,0,0
61629,963956980,143011,164633,0,1,0,2
61630,963972605,142875,164811,0,1,1,0
61631,963988230,142903,164652,0,1,0,0
61632,964003855,142903,164652,0,1,0,2
61633,964019480,142910,164866,0,1,1,0
61634,964035105,142965,164702,0,1,0,0
61635,964050730,142965,164702,0,1,0,2
61636,964066355,142954,164866,0,1,1,0
61637,964081980,143033,164730,0,1,0,0
61638,964097605,143033,164730,0,1,0,2
61639,964113230,142929,164768,0,1,0,0
61640,964128855,142929,164768,0,1,0,2
61641,964144480,142929,164768,0,1,0,2
61642,964160105,142929,164768,0,1,0,2
61643,964175730,142952,164964,0,1,1,0
61644,964191355,142955,164882,0,1,0,0
61645,964206980,142955,164882,0,1,0,2
61646,964222605,143041,164895,0,1,1,0
61647,964238230,143081,164847,0,1,0,0
61648,964253855,143081,164847,0,1,0,2
61649,964269480,143035,164983,0,1,1,0
61650,964285105,143034,164957,0,1,0,0
61651,964300730,143034,164957,0,1,0,2
61652,964316355,143000,164759,0,1,0,0
61653,964331980,143000,164759,0,1,0,2
61654,964347605,143000,164759,0,1,0,2
61655,964363230,143000,164759,0,1,0,2
61656,964378855,142916,164562,0,1,1,0
61657,964394480,142891,164420,0,1,0,0
61658,964410105,142891,164420,0,1,0,2
61659,964425730,142832,164388,0,1,1,0
61660,964441355,142792,164307,0,1,0,0
61661,964456980,142792,164307,0,1,0,2
61662,964472605,142806,164323,0,1,1,0
61663,964488230,142809,164235,0,1,0,0
61664,964503855,142809,164235,0,1,0,2
61665,964519480,142809,164235,0,1,0,2
61666,964535105,142809,164235,0,1,0,2
61667,964550730,142809,164235,0,1,0,2
61668,964566355,142777,164581,0,1,1,0
61669,964581980,142986,164011,0,1,0,0
