metric,mean,std,count
active,31.431578947368422,8.92182632438034,57.0
infer_ms_s,144.1505789473684,104.25316300819084,57.0
fill_ms_s,0.049052631578947375,0.03561772284202245,57.0
rx_ms_s,180.8699298245614,107.76758524496455,57.0
eproxy_ms_s,325.0695789473685,212.04757447268318,57.0
samp,63.717368421052626,2.9684540988268795,57.0
inf,0.12225263157894736,0.08841556526116388,57.0
dt,5.336491228070176,0.5031915682778925,57.0
