dt,Fs,HOP,samp,inf,active,infer_ms_s,fill_ms_s,rx_ms_s,eproxy_ms_s,t_sec,fs_run,hop_run,latency_s_theory
5.0,64.0,512.0,64.0,0.0,19.0,0.0,0.0,29.965,29.965,110.89790606498718,64,512,8.0
5.0,64.0,512.0,63.0,0.2,39.3,235.83,0.083,275.624,511.537,115.89756751060486,64,512,8.0
6.16,64.0,512.0,63.15,0.1623,35.5,191.428,0.063,230.25,421.741,122.06691360473633,64,512,8.0
5.0,64.0,512.0,64.0,0.0,19.0,0.0,0.0,30.869,30.869,127.06518387794495,64,512,8.0
5.0,64.0,512.0,63.6,0.2,39.3,235.815,0.081,275.109,511.005,132.06558442115784,64,512,8.0
6.12,64.0,512.0,63.51,0.1633,35.6,192.498,0.063,231.448,424.01,138.1914577484131,64,512,8.0
5.0,64.0,512.0,64.0,0.0,19.0,0.0,0.0,31.997,31.997,143.19008660316467,64,512,8.0
5.0,64.0,512.0,63.6,0.2,39.3,235.827,0.077,275.63,511.534,148.1902277469635,64,512,8.0
6.08,64.0,512.0,63.51,0.1645,35.7,193.982,0.064,231.867,425.913,154.2585175037384,64,512,8.0
5.0,64.0,512.0,64.0,0.0,19.0,0.0,0.0,32.011,32.011,159.27015829086304,64,512,8.0
5.0,64.0,512.0,64.2,0.2,39.2,235.819,0.081,275.638,511.538,164.26836967468262,64,512,8.0
6.01,64.0,512.0,63.18,0.1663,35.9,196.038,0.067,234.531,430.636,170.2727665901184,64,512,8.0
5.0,64.0,512.0,64.0,0.0,19.2,0.0,0.0,31.4,31.4,175.27282190322876,64,512,8.0
5.0,64.0,512.0,63.2,0.2,39.3,235.81,0.078,276.715,512.602,180.27293968200684,64,512,8.0
6.15,64.0,512.0,63.94,0.1627,35.5,191.859,0.066,231.072,422.996,186.42479825019836,64,512,8.0
5.0,64.0,512.0,64.0,0.0,19.1,0.0,0.0,31.079,31.079,191.42606139183044,64,512,8.0
5.0,64.0,512.0,63.8,0.2,39.4,235.805,0.077,276.866,512.749,196.42557549476624,64,512,8.0
6.03,64.0,512.0,63.18,0.1658,35.8,195.548,0.069,234.925,430.542,202.44711208343506,64,512,8.0
5.0,64.0,512.0,64.2,0.0,19.0,0.0,0.0,30.729,30.729,207.45621013641357,64,512,8.0
5.0,64.0,512.0,62.8,0.2,39.3,235.819,0.081,275.476,511.376,212.4560525417328,64,512,8.0
6.16,64.0,512.0,63.98,0.1624,35.6,191.469,0.063,230.718,422.25,218.61611104011536,64,512,8.0
5.0,64.0,512.0,64.0,0.0,19.0,0.0,0.0,31.963,31.963,223.61418962478638,64,512,8.0
5.0,64.0,512.0,63.77,0.1999,39.4,235.73,0.086,276.378,512.194,228.61832404136658,64,512,8.0
6.01,64.0,512.0,63.19,0.1663,35.9,196.047,0.064,234.391,430.502,234.6290988922119,64,512,8.0
5.0,64.0,512.0,64.0,0.0,19.0,0.0,0.0,32.043,32.043,239.62801599502563,64,512,8.0
5.0,64.0,512.0,63.8,0.2,39.3,235.825,0.081,276.622,512.528,244.62972688674927,64,512,8.0
6.09,64.0,512.0,63.68,0.1641,35.7,193.526,0.066,232.192,425.784,250.71159672737122,64,512,8.0
5.0,64.0,512.0,64.0,0.0,19.1,0.0,0.0,31.012,31.012,255.7217948436737,64,512,8.0
5.0,64.0,512.0,63.4,0.2,39.3,235.827,0.077,276.191,512.095,260.7216124534607,64,512,8.0
6.06,64.0,512.0,63.51,0.165,35.7,194.517,0.071,233.307,427.895,266.77297735214233,64,512,8.0
5.0,64.0,512.0,64.0,0.0,19.1,0.0,0.0,31.006,31.006,271.78405380249023,64,512,8.0
5.0,64.0,512.0,63.8,0.2,39.4,235.811,0.083,276.224,512.118,276.77195930480957,64,512,8.0
6.07,64.0,512.0,63.47,0.1649,35.7,194.382,0.064,233.679,428.125,282.84729194641113,64,512,8.0
5.0,64.0,512.0,64.0,0.0,19.0,0.0,0.0,30.99,30.99,287.84512066841125,64,512,8.0
5.0,64.0,512.0,63.8,0.2,39.3,235.879,0.081,275.627,511.587,292.84552931785583,64,512,8.0
6.04,64.0,512.0,53.81,0.1656,35.4,195.207,0.064,228.25,423.521,298.9285349845886,64,512,8.0
5.0,64.0,512.0,75.8,0.0,19.7,0.0,0.0,39.737,39.737,303.8762695789337,64,512,8.0
5.0,64.0,512.0,63.6,0.2,39.3,235.831,0.081,275.789,511.7,308.87597274780273,64,512,8.0
