pc_time_s,recording,idx,t_us,red,ir,green,rb_used,flags,finger,underflow,overflow,catchup
1767649307.3177216,0,40544,408458437,137855,189834,0,0,9,1,0,0,1
1767649307.3194504,0,40545,408468437,137855,189834,0,0,11,1,1,0,1
1767649307.3210013,0,40546,408478437,137855,189834,0,0,11,1,1,0,1
1767649307.3227758,0,40547,408488437,137855,189834,0,0,11,1,1,0,1
1767649307.3242588,0,40548,408498437,137855,189834,0,0,11,1,1,0,1
1767649307.3661957,0,40549,408508437,137846,189836,0,1,9,1,0,0,1
1767649307.3694227,0,40550,408518437,137798,189846,0,0,1,1,0,0,0
1767649307.3709724,0,40551,408528437,137798,189846,0,0,11,1,1,0,1
1767649307.3727136,0,40552,408538437,137798,189846,0,0,11,1,1,0,1
1767649307.374268,0,40553,408548437,137798,189846,0,0,11,1,1,0,1
1767649307.4161117,0,40554,408558437,137847,189860,0,1,9,1,0,0,1
1767649307.4177299,0,40555,408568437,137808,189840,0,0,9,1,0,0,1
1767649307.419471,0,40556,408578437,137808,189840,0,0,11,1,1,0,1
1767649307.421151,0,40557,408588437,137808,189840,0,0,11,1,1,0,1
1767649307.422737,0,40558,408598437,137808,189840,0,0,11,1,1,0,1
1767649307.4244845,0,40559,408608437,137808,189840,0,0,11,1,1,0,1
1767649307.4681618,0,40560,408618437,137777,189931,0,1,1,1,0,0,0
1767649307.4698322,0,40561,408628437,137792,189917,0,0,9,1,0,0,1
1767649307.4713962,0,40562,408638437,137792,189917,0,0,11,1,1,0,1
1767649307.4730625,0,40563,408648437,137792,189917,0,0,11,1,1,0,1
1767649307.4746428,0,40564,408658437,137792,189917,0,0,11,1,1,0,1
1767649307.517333,0,40565,408668437,137763,189899,0,1,9,1,0,0,1
1767649307.5190244,0,40566,408678437,137757,189913,0,0,9,1,0,0,1
1767649307.5207183,0,40567,408688437,137757,189913,0,0,11,1,1,0,1
1767649307.5224903,0,40568,408698437,137757,189913,0,0,11,1,1,0,1
1767649307.5241506,0,40569,408708437,137757,189913,0,0,11,1,1,0,1
1767649307.567397,0,40570,408718437,137829,189831,0,1,1,1,0,0,0
1767649307.568917,0,40571,408728437,137812,189860,0,0,9,1,0,0,1
1767649307.5704024,0,40572,408738437,137812,189860,0,0,11,1,1,0,1
1767649307.571999,0,40573,408748437,137812,189860,0,0,11,1,1,0,1
1767649307.5736182,0,40574,408758437,137812,189860,0,0,11,1,1,0,1
1767649307.616192,0,40575,408768437,137848,189835,0,1,9,1,0,0,1
1767649307.6177452,0,40576,408778437,137824,189849,0,0,9,1,0,0,1
1767649307.6193123,0,40577,408788437,137824,189849,0,0,11,1,1,0,1
1767649307.6210313,0,40578,408798437,137824,189849,0,0,11,1,1,0,1
1767649307.6227472,0,40579,408808437,137824,189849,0,0,11,1,1,0,1
1767649307.6662464,0,40580,408818437,137809,189796,0,1,1,1,0,0,0
1767649307.6678843,0,40581,408828437,137833,189778,0,0,9,1,0,0,1
1767649307.6697526,0,40582,408838437,137833,189778,0,0,11,1,1,0,1
1767649307.671305,0,40583,408848437,137833,189778,0,0,11,1,1,0,1
1767649307.6730258,0,40584,408858437,137833,189778,0,0,11,1,1,0,1
1767649307.674691,0,40585,408868437,137833,189778,0,0,11,1,1,0,1
1767649307.7172647,0,40586,408878437,137743,189869,0,1,9,1,0,0,1
1767649307.7188509,0,40587,408888437,137726,189854,0,0,9,1,0,0,1
1767649307.7206135,0,40588,408898437,137726,189854,0,0,11,1,1,0,1
1767649307.7223127,0,40589,408908437,137726,189854,0,0,11,1,1,0,1
1767649307.7249508,0,40590,408918437,137726,189854,0,0,3,1,1,0,0
1767649307.7670815,0,40591,408928437,137757,189882,0,1,9,1,0,0,1
1767649307.7687273,0,40592,408938437,137767,189907,0,0,9,1,0,0,1
1767649307.7704937,0,40593,408948437,137767,189907,0,0,11,1,1,0,1
1767649307.7720778,0,40594,408958437,137767,189907,0,0,11,1,1,0,1
1767649307.7737522,0,40595,408968437,137767,189907,0,0,11,1,1,0,1
1767649307.8161247,0,40596,408978437,137820,189841,0,1,9,1,0,0,1
1767649307.8177826,0,40597,408988437,137807,189874,0,0,9,1,0,0,1
1767649307.8194094,0,40598,408998437,137807,189874,0,0,11,1,1,0,1
1767649307.8210104,0,40599,409008437,137807,189874,0,0,11,1,1,0,1
1767649307.8237946,0,40600,409018437,137807,189874,0,0,3,1,1,0,0
1767649307.8661852,0,40601,409028437,137811,189901,0,1,9,1,0,0,1
1767649307.867871,0,40602,409038437,137814,189871,0,0,9,1,0,0,1
1767649307.869493,0,40603,409048437,137814,189871,0,0,11,1,1,0,1
1767649307.871082,0,40604,409058437,137814,189871,0,0,11,1,1,0,1
1767649307.8727448,0,40605,409068437,137814,189871,0,0,11,1,1,0,1
1767649307.8744915,0,40606,409078437,137814,189871,0,0,11,1,1,0,1
1767649307.9174306,0,40607,409088437,137733,189891,0,1,9,1,0,0,1
1767649307.9192927,0,40608,409098437,137754,189888,0,0,9,1,0,0,1
1767649307.920719,0,40609,409108437,137754,189888,0,0,11,1,1,0,1
1767649307.9231002,0,40610,409118437,137754,189888,0,0,3,1,1,0,0
1767649307.9248116,0,40611,409128437,137754,189888,0,0,11,1,1,0,1
1767649307.9672747,0,40612,409138437,137725,189901,0,1,9,1,0,0,1
1767649307.969521,0,40613,409148437,137686,189902,0,0,9,1,0,0,1
1767649307.9704506,0,40614,409158437,137686,189902,0,0,11,1,1,0,1
1767649307.9719954,0,40615,409168437,137686,189902,0,0,11,1,1,0,1
1767649307.9736102,0,40616,409178437,137686,189902,0,0,11,1,1,0,1
1767649308.0161765,0,40617,409188437,137805,189887,0,1,9,1,0,0,1
1767649308.0178514,0,40618,409198437,137782,189900,0,0,9,1,0,0,1
1767649308.0195065,0,40619,409208437,137782,189900,0,0,11,1,1,0,1
1767649308.0221648,0,40620,409218437,137782,189900,0,0,3,1,1,0,0
1767649308.023731,0,40621,409228437,137782,189900,0,0,11,1,1,0,1
1767649308.066138,0,40622,409238437,137818,189901,0,1,9,1,0,0,1
1767649308.0678067,0,40623,409248437,137805,189885,0,0,9,1,0,0,1
1767649308.0694687,0,40624,409258437,137805,189885,0,0,11,1,1,0,1
1767649308.071181,0,40625,409268437,137805,189885,0,0,11,1,1,0,1
1767649308.0727026,0,40626,409278437,137805,189885,0,0,11,1,1,0,1
1767649308.0742793,0,40627,409288437,137805,189885,0,0,11,1,1,0,1
1767649308.1162586,0,40628,409298437,137763,189918,0,1,9,1,0,0,1
1767649308.1179926,0,40629,409308437,137790,189904,0,0,9,1,0,0,1
1767649308.167204,0,40630,409318437,137766,189908,0,0,1,1,0,0,0
1767649308.1689565,0,40631,409328437,137766,189908,0,0,11,1,1,0,1
1767649308.170482,0,40632,409338437,137766,189908,0,0,11,1,1,0,1
1767649308.1722372,0,40633,409348437,137766,189908,0,0,11,1,1,0,1
1767649308.1738873,0,40634,409358437,137766,189908,0,0,11,1,1,0,1
1767649308.2162747,0,40635,409368437,137799,189906,0,1,9,1,0,0,1
1767649308.2180486,0,40636,409378437,137792,189906,0,0,9,1,0,0,1
1767649308.2196548,0,40637,409388437,137792,189906,0,0,11,1,1,0,1
1767649308.2213142,0,40638,409398437,137792,189906,0,0,11,1,1,0,1
1767649308.2230113,0,40639,409408437,137792,189906,0,0,11,1,1,0,1
1767649308.2682676,0,40640,409418437,137772,189912,0,1,1,1,0,0,0
1767649308.2700884,0,40641,409428437,137796,189896,0,0,9,1,0,0,1
1767649308.271619,0,40642,409438437,137796,189896,0,0,11,1,1,0,1
1767649308.273173,0,40643,409448437,137796,189896,0,0,11,1,1,0,1
1767649308.2747793,0,40644,409458437,137796,189896,0,0,11,1,1,0,1
1767649308.3173115,0,40645,409468437,137776,189879,0,1,9,1,0,0,1
1767649308.3191867,0,40646,409478437,137770,189900,0,0,9,1,0,0,1
1767649308.3205822,0,40647,409488437,137770,189900,0,0,11,1,1,0,1
1767649308.3223078,0,40648,409498437,137770,189900,0,0,11,1,1,0,1
1767649308.3238733,0,40649,409508437,137770,189900,0,0,11,1,1,0,1
1767649308.3681245,0,40650,409518437,137799,189893,0,1,1,1,0,0,0
1767649308.369791,0,40651,409528437,137759,189893,0,0,9,1,0,0,1
1767649308.3712769,0,40652,409538437,137759,189893,0,0,11,1,1,0,1
1767649308.3730392,0,40653,409548437,137759,189893,0,0,11,1,1,0,1
1767649308.374683,0,40654,409558437,137759,189893,0,0,11,1,1,0,1
1767649308.4174085,0,40655,409568437,137762,189880,0,1,9,1,0,0,1
1767649308.419296,0,40656,409578437,137789,189925,0,0,9,1,0,0,1
1767649308.420319,0,40657,409588437,137789,189925,0,0,11,1,1,0,1
1767649308.4222848,0,40658,409598437,137789,189925,0,0,11,1,1,0,1
1767649308.4234908,0,40659,409608437,137789,189925,0,0,11,1,1,0,1
1767649308.4674585,0,40660,409618437,137791,189896,0,1,1,1,0,0,0
1767649308.468981,0,40661,409628437,137790,189893,0,0,9,1,0,0,1
1767649308.4706752,0,40662,409638437,137790,189893,0,0,11,1,1,0,1
1767649308.4723222,0,40663,409648437,137790,189893,0,0,11,1,1,0,1
1767649308.4738812,0,40664,409658437,137790,189893,0,0,11,1,1,0,1
1767649308.5183146,0,40665,409668437,137777,189879,0,1,9,1,0,0,1
1767649308.5199203,0,40666,409678437,137783,189877,0,0,9,1,0,0,1
1767649308.521734,0,40667,409688437,137783,189877,0,0,11,1,1,0,1
1767649308.5231261,0,40668,409698437,137783,189877,0,0,11,1,1,0,1
1767649308.524752,0,40669,409708437,137783,189877,0,0,11,1,1,0,1
1767649308.5682442,0,40670,409718437,137764,189889,0,1,1,1,0,0,0
1767649308.5698802,0,40671,409728437,137783,189873,0,0,9,1,0,0,1
1767649308.5714347,0,40672,409738437,137783,189873,0,0,11,1,1,0,1
1767649308.5730457,0,40673,409748437,137783,189873,0,0,11,1,1,0,1
1767649308.574618,0,40674,409758437,137783,189873,0,0,11,1,1,0,1
1767649308.617397,0,40675,409768437,137802,189901,0,1,9,1,0,0,1
1767649308.6189084,0,40676,409778437,137807,189889,0,0,9,1,0,0,1
1767649308.6206682,0,40677,409788437,137807,189889,0,0,11,1,1,0,1
1767649308.6223044,0,40678,409798437,137807,189889,0,0,11,1,1,0,1
1767649308.6239526,0,40679,409808437,137807,189889,0,0,11,1,1,0,1
1767649308.6692662,0,40680,409818437,137773,189874,0,1,1,1,0,0,0
1767649308.6716685,0,40681,409828437,137794,189901,0,0,9,1,0,0,1
1767649308.673326,0,40682,409838437,137794,189901,0,0,11,1,1,0,1
1767649308.6749084,0,40683,409848437,137794,189901,0,0,11,1,1,0,1
1767649308.7174156,0,40684,409858437,137804,189887,0,1,9,1,0,0,1
1767649308.7189698,0,40685,409868437,137802,189883,0,0,9,1,0,0,1
1767649308.7205317,0,40686,409878437,137802,189883,0,0,11,1,1,0,1
1767649308.722139,0,40687,409888437,137802,189883,0,0,11,1,1,0,1
1767649308.7238002,0,40688,409898437,137802,189883,0,0,11,1,1,0,1
1767649308.7682555,0,40689,409908437,137786,189884,0,1,9,1,0,0,1
1767649308.7709098,0,40690,409918437,137785,189873,0,0,1,1,0,0,0
1767649308.7725317,0,40691,409928437,137785,189873,0,0,11,1,1,0,1
1767649308.7741246,0,40692,409938437,137785,189873,0,0,11,1,1,0,1
1767649308.8182206,0,40693,409948437,137792,189884,0,1,9,1,0,0,1
1767649308.819888,0,40694,409958437,137793,189855,0,0,9,1,0,0,1
1767649308.821533,0,40695,409968437,137793,189855,0,0,11,1,1,0,1
1767649308.8232422,0,40696,409978437,137793,189855,0,0,11,1,1,0,1
1767649308.8248918,0,40697,409988437,137793,189855,0,0,11,1,1,0,1
1767649308.8674781,0,40698,409998437,137791,189888,0,1,9,1,0,0,1
1767649308.868924,0,40699,410008437,137787,189894,0,0,9,1,0,0,1
1767649308.871563,0,40700,410018437,137787,189894,0,0,3,1,1,0,0
1767649308.8730848,0,40701,410028437,137787,189894,0,0,11,1,1,0,1
1767649308.8747582,0,40702,410038437,137787,189894,0,0,11,1,1,0,1
1767649308.9171479,0,40703,410048437,137796,189902,0,1,9,1,0,0,1
1767649308.9191284,0,40704,410058437,137784,189895,0,0,9,1,0,0,1
1767649308.9204295,0,40705,410068437,137784,189895,0,0,11,1,1,0,1
1767649308.922266,0,40706,410078437,137784,189895,0,0,11,1,1,0,1
1767649308.9236233,0,40707,410088437,137784,189895,0,0,11,1,1,0,1
1767649308.925198,0,40708,410098437,137784,189895,0,0,11,1,1,0,1
1767649308.967581,0,40709,410108437,137765,189898,0,1,9,1,0,0,1
1767649308.9700499,0,40710,410118437,137784,189901,0,0,1,1,0,0,0
1767649308.9716308,0,40711,410128437,137784,189901,0,0,11,1,1,0,1
1767649308.9732852,0,40712,410138437,137784,189901,0,0,11,1,1,0,1
1767649308.9749174,0,40713,410148437,137784,189901,0,0,11,1,1,0,1
1767649309.017247,0,40714,410158437,137797,189880,0,1,9,1,0,0,1
1767649309.0187764,0,40715,410168437,137789,189876,0,0,9,1,0,0,1
1767649309.02031,0,40716,410178437,137789,189876,0,0,11,1,1,0,1
1767649309.0219085,0,40717,410188437,137789,189876,0,0,11,1,1,0,1
1767649309.0235393,0,40718,410198437,137789,189876,0,0,11,1,1,0,1
1767649309.0252821,0,40719,410208437,137789,189876,0,0,11,1,1,0,1
1767649309.068285,0,40720,410218437,137774,189877,0,1,1,1,0,0,0
1767649309.069893,0,40721,410228437,137756,189889,0,0,9,1,0,0,1
1767649309.0716186,0,40722,410238437,137756,189889,0,0,11,1,1,0,1
1767649309.0732663,0,40723,410248437,137756,189889,0,0,11,1,1,0,1
1767649309.0750222,0,40724,410258437,137756,189889,0,0,11,1,1,0,1
1767649309.1172323,0,40725,410268437,137810,189882,0,1,9,1,0,0,1
1767649309.1189542,0,40726,410278437,137806,189877,0,0,9,1,0,0,1
1767649309.1206725,0,40727,410288437,137806,189877,0,0,11,1,1,0,1
1767649309.1221585,0,40728,410298437,137806,189877,0,0,11,1,1,0,1
1767649309.123648,0,40729,410308437,137806,189877,0,0,11,1,1,0,1
1767649309.1695902,0,40730,410318437,137777,189875,0,1,1,1,0,0,0
1767649309.1709054,0,40731,410328437,137785,189858,0,0,9,1,0,0,1
1767649309.1728747,0,40732,410338437,137785,189858,0,0,11,1,1,0,1
1767649309.174308,0,40733,410348437,137785,189858,0,0,11,1,1,0,1
1767649309.2182055,0,40734,410358437,137782,189867,0,1,9,1,0,0,1
1767649309.2198164,0,40735,410368437,137780,189873,0,0,9,1,0,0,1
1767649309.221429,0,40736,410378437,137780,189873,0,0,11,1,1,0,1
1767649309.2231011,0,40737,410388437,137780,189873,0,0,11,1,1,0,1
1767649309.224723,0,40738,410398437,137780,189873,0,0,11,1,1,0,1
1767649309.2673643,0,40739,410408437,137786,189868,0,1,9,1,0,0,1
1767649309.2698288,0,40740,410418437,137763,189881,0,0,1,1,0,0,0
1767649309.2712786,0,40741,410428437,137763,189881,0,0,11,1,1,0,1
1767649309.2728782,0,40742,410438437,137763,189881,0,0,11,1,1,0,1
1767649309.2746458,0,40743,410448437,137763,189881,0,0,11,1,1,0,1
1767649309.3173888,0,40744,410458437,137780,189884,0,1,9,1,0,0,1
1767649309.319218,0,40745,410468437,137802,189872,0,0,9,1,0,0,1
1767649309.3204765,0,40746,410478437,137802,189872,0,0,11,1,1,0,1
1767649309.3222275,0,40747,410488437,137802,189872,0,0,11,1,1,0,1
1767649309.3237002,0,40748,410498437,137802,189872,0,0,11,1,1,0,1
1767649309.3253,0,40749,410508437,137802,189872,0,0,11,1,1,0,1
1767649309.3692935,0,40750,410518437,137786,189862,0,1,1,1,0,0,0
1767649309.3710134,0,40751,410528437,137787,189894,0,0,9,1,0,0,1
1767649309.3727882,0,40752,410538437,137787,189894,0,0,11,1,1,0,1
1767649309.374426,0,40753,410548437,137787,189894,0,0,11,1,1,0,1
1767649309.4170334,0,40754,410558437,137773,189897,0,1,9,1,0,0,1
1767649309.4187064,0,40755,410568437,137742,189883,0,0,9,1,0,0,1
1767649309.4202602,0,40756,410578437,137742,189883,0,0,11,1,1,0,1
1767649309.4220946,0,40757,410588437,137742,189883,0,0,11,1,1,0,1
1767649309.4235487,0,40758,410598437,137742,189883,0,0,11,1,1,0,1
1767649309.4252598,0,40759,410608437,137742,189883,0,0,11,1,1,0,1
1767649309.4682832,0,40760,410618437,137791,189884,0,1,1,1,0,0,0
1767649309.4700472,0,40761,410628437,137777,189906,0,0,9,1,0,0,1
1767649309.4716237,0,40762,410638437,137777,189906,0,0,11,1,1,0,1
1767649309.47333,0,40763,410648437,137777,189906,0,0,11,1,1,0,1
1767649309.4749026,0,40764,410658437,137777,189906,0,0,11,1,1,0,1
1767649309.517263,0,40765,410668437,137783,189879,0,1,9,1,0,0,1
1767649309.5189514,0,40766,410678437,137786,189892,0,0,9,1,0,0,1
1767649309.5205877,0,40767,410688437,137786,189892,0,0,11,1,1,0,1
1767649309.5223918,0,40768,410698437,137786,189892,0,0,11,1,1,0,1
1767649309.523814,0,40769,410708437,137786,189892,0,0,11,1,1,0,1
1767649309.5673099,0,40770,410718437,137757,189883,0,1,1,1,0,0,0
1767649309.5687819,0,40771,410728437,137800,189887,0,0,9,1,0,0,1
1767649309.5703351,0,40772,410738437,137800,189887,0,0,11,1,1,0,1
1767649309.5718324,0,40773,410748437,137800,189887,0,0,11,1,1,0,1
1767649309.5734582,0,40774,410758437,137800,189887,0,0,11,1,1,0,1
1767649309.5750153,0,40775,410768437,137800,189887,0,0,11,1,1,0,1
1767649309.6170232,0,40776,410778437,137803,189875,0,1,9,1,0,0,1
1767649309.6191213,0,40777,410788437,137789,189890,0,0,9,1,0,0,1
1767649309.6202793,0,40778,410798437,137789,189890,0,0,11,1,1,0,1
1767649309.6220756,0,40779,410808437,137789,189890,0,0,11,1,1,0,1
1767649309.660432,0,40780,410818437,137789,189890,0,0,3,1,1,0,0
1767649309.6620018,0,40781,410828437,137789,189890,0,0,11,1,1,0,1
1767649309.6636693,0,40782,410838437,137789,189890,0,0,11,1,1,0,1
1767649309.6652238,0,40783,410848437,137789,189890,0,0,11,1,1,0,1
1767649309.707116,0,40784,410858437,137773,189873,0,1,9,1,0,0,1
1767649309.7087557,0,40785,410868437,137775,189860,0,0,9,1,0,0,1
1767649309.7102768,0,40786,410878437,137775,189860,0,0,11,1,1,0,1
1767649309.711908,0,40787,410888437,137775,189860,0,0,11,1,1,0,1
1767649309.7135155,0,40788,410898437,137775,189860,0,0,11,1,1,0,1
1767649309.7151027,0,40789,410908437,137775,189860,0,0,11,1,1,0,1
1767649309.7580907,0,40790,410918437,137777,189869,0,1,1,1,0,0,0
1767649309.7596486,0,40791,410928437,137782,189886,0,0,9,1,0,0,1
1767649309.7612464,0,40792,410938437,137782,189886,0,0,11,1,1,0,1
1767649309.7629273,0,40793,410948437,137782,189886,0,0,11,1,1,0,1
1767649309.7645538,0,40794,410958437,137782,189886,0,0,11,1,1,0,1
1767649309.807099,0,40795,410968437,137767,189872,0,1,9,1,0,0,1
1767649309.8088012,0,40796,410978437,137783,189881,0,0,9,1,0,0,1
1767649309.8104317,0,40797,410988437,137783,189881,0,0,11,1,1,0,1
1767649309.811958,0,40798,410998437,137783,189881,0,0,11,1,1,0,1
1767649309.8135483,0,40799,411008437,137783,189881,0,0,11,1,1,0,1
1767649309.8571515,0,40800,411018437,137776,189885,0,1,1,1,0,0,0
1767649309.8588538,0,40801,411028437,137787,189862,0,0,9,1,0,0,1
1767649309.8604338,0,40802,411038437,137787,189862,0,0,11,1,1,0,1
1767649309.8620093,0,40803,411048437,137787,189862,0,0,11,1,1,0,1
1767649309.863666,0,40804,411058437,137787,189862,0,0,11,1,1,0,1
1767649309.8652408,0,40805,411068437,137787,189862,0,0,11,1,1,0,1
1767649309.9073253,0,40806,411078437,137783,189857,0,1,9,1,0,0,1
1767649309.9087725,0,40807,411088437,137776,189847,0,0,9,1,0,0,1
1767649309.9104488,0,40808,411098437,137776,189847,0,0,11,1,1,0,1
1767649309.9120169,0,40809,411108437,137776,189847,0,0,11,1,1,0,1
1767649309.9148042,0,40810,411118437,137776,189847,0,0,3,1,1,0,0
1767649309.9570177,0,40811,411128437,137790,189862,0,1,9,1,0,0,1
1767649309.9587111,0,40812,411138437,137790,189874,0,0,9,1,0,0,1
1767649309.9603088,0,40813,411148437,137790,189874,0,0,11,1,1,0,1
1767649309.9618065,0,40814,411158437,137790,189874,0,0,11,1,1,0,1
1767649309.9635265,0,40815,411168437,137790,189874,0,0,11,1,1,0,1
1767649309.9651525,0,40816,411178437,137790,189874,0,0,11,1,1,0,1
1767649310.0070257,0,40817,411188437,137775,189864,0,1,9,1,0,0,1
1767649310.0086758,0,40818,411198437,137772,189850,0,0,9,1,0,0,1
1767649310.0103061,0,40819,411208437,137772,189850,0,0,11,1,1,0,1
1767649310.0128925,0,40820,411218437,137772,189850,0,0,3,1,1,0,0
1767649310.0145237,0,40821,411228437,137772,189850,0,0,11,1,1,0,1
1767649310.057158,0,40822,411238437,137780,189852,0,1,9,1,0,0,1
1767649310.0589082,0,40823,411248437,137806,189872,0,0,9,1,0,0,1
1767649310.0605607,0,40824,411258437,137806,189872,0,0,11,1,1,0,1
1767649310.0622237,0,40825,411268437,137806,189872,0,0,11,1,1,0,1
1767649310.0638428,0,40826,411278437,137806,189872,0,0,11,1,1,0,1
1767649310.0654495,0,40827,411288437,137806,189872,0,0,11,1,1,0,1
1767649310.1081066,0,40828,411298437,137792,189774,0,1,9,1,0,0,1
1767649310.109812,0,40829,411308437,137787,189868,0,0,9,1,0,0,1
1767649310.1124392,0,40830,411318437,137787,189868,0,0,3,1,1,0,0
1767649310.1140645,0,40831,411328437,137787,189868,0,0,11,1,1,0,1
1767649310.1580493,0,40832,411338437,137774,189773,0,1,9,1,0,0,1
1767649310.1596255,0,40833,411348437,137766,189828,0,0,9,1,0,0,1
1767649310.1612813,0,40834,411358437,137766,189828,0,0,11,1,1,0,1
1767649310.1628835,0,40835,411368437,137766,189828,0,0,11,1,1,0,1
1767649310.164686,0,40836,411378437,137766,189828,0,0,11,1,1,0,1
1767649310.207148,0,40837,411388437,137769,189850,0,1,9,1,0,0,1
1767649310.2088494,0,40838,411398437,137760,189838,0,0,9,1,0,0,1
1767649310.210443,0,40839,411408437,137760,189838,0,0,11,1,1,0,1
1767649310.213063,0,40840,411418437,137760,189838,0,0,3,1,1,0,0
1767649310.214553,0,40841,411428437,137760,189838,0,0,11,1,1,0,1
1767649310.2571578,0,40842,411438437,137788,189860,0,1,9,1,0,0,1
1767649310.258806,0,40843,411448437,137738,189842,0,0,9,1,0,0,1
1767649310.2605753,0,40844,411458437,137738,189842,0,0,11,1,1,0,1
1767649310.2621317,0,40845,411468437,137738,189842,0,0,11,1,1,0,1
1767649310.2637446,0,40846,411478437,137738,189842,0,0,11,1,1,0,1
1767649310.265443,0,40847,411488437,137738,189842,0,0,11,1,1,0,1
1767649310.3081033,0,40848,411498437,137778,189819,0,1,9,1,0,0,1
1767649310.309564,0,40849,411508437,137760,189860,0,0,9,1,0,0,1
1767649310.3121207,0,40850,411518437,137760,189860,0,0,3,1,1,0,0
1767649310.3138244,0,40851,411528437,137760,189860,0,0,11,1,1,0,1
1767649310.3152745,0,40852,411538437,137760,189860,0,0,11,1,1,0,1
1767649310.3571928,0,40853,411548437,137733,189850,0,1,9,1,0,0,1
1767649310.3586705,0,40854,411558437,137730,189829,0,0,9,1,0,0,1
1767649310.3605137,0,40855,411568437,137730,189829,0,0,11,1,1,0,1
1767649310.3625128,0,40856,411578437,137730,189829,0,0,11,1,1,0,1
1767649310.3636498,0,40857,411588437,137730,189829,0,0,11,1,1,0,1
1767649310.3653061,0,40858,411598437,137730,189829,0,0,11,1,1,0,1
1767649310.4073448,0,40859,411608437,137716,189843,0,1,9,1,0,0,1
1767649310.4108565,0,40860,411618437,137728,189851,0,0,1,1,0,0,0
1767649310.4124374,0,40861,411628437,137728,189851,0,0,11,1,1,0,1
1767649310.4139535,0,40862,411638437,137728,189851,0,0,11,1,1,0,1
1767649310.458194,0,40863,411648437,137774,189860,0,1,9,1,0,0,1
1767649310.4598234,0,40864,411658437,137780,189891,0,0,9,1,0,0,1
1767649310.4613428,0,40865,411668437,137780,189891,0,0,11,1,1,0,1
1767649310.463147,0,40866,411678437,137780,189891,0,0,11,1,1,0,1
1767649310.4650655,0,40867,411688437,137780,189891,0,0,11,1,1,0,1
1767649310.5070908,0,40868,411698437,137753,189885,0,1,9,1,0,0,1
1767649310.5087032,0,40869,411708437,137761,189864,0,0,9,1,0,0,1
1767649310.5112529,0,40870,411718437,137761,189864,0,0,3,1,1,0,0
1767649310.5128155,0,40871,411728437,137761,189864,0,0,11,1,1,0,1
1767649310.5143657,0,40872,411738437,137761,189864,0,0,11,1,1,0,1
1767649310.5572042,0,40873,411748437,137782,189869,0,1,9,1,0,0,1
1767649310.5588071,0,40874,411758437,137712,189855,0,0,9,1,0,0,1
1767649310.5604448,0,40875,411768437,137712,189855,0,0,11,1,1,0,1
1767649310.562029,0,40876,411778437,137712,189855,0,0,11,1,1,0,1
1767649310.5636501,0,40877,411788437,137712,189855,0,0,11,1,1,0,1
1767649310.565334,0,40878,411798437,137712,189855,0,0,11,1,1,0,1
1767649310.6080744,0,40879,411808437,137777,189888,0,1,9,1,0,0,1
1767649310.6108072,0,40880,411818437,137771,189902,0,0,1,1,0,0,0
1767649310.6124444,0,40881,411828437,137771,189902,0,0,11,1,1,0,1
1767649310.6140733,0,40882,411838437,137771,189902,0,0,11,1,1,0,1
1767649310.6580458,0,40883,411848437,137779,189907,0,1,9,1,0,0,1
1767649310.659717,0,40884,411858437,137774,189939,0,0,9,1,0,0,1
1767649310.6613145,0,40885,411868437,137774,189939,0,0,11,1,1,0,1
1767649310.6628911,0,40886,411878437,137774,189939,0,0,11,1,1,0,1
1767649310.6645148,0,40887,411888437,137774,189939,0,0,11,1,1,0,1
1767649310.7070372,0,40888,411898437,137763,189874,0,1,9,1,0,0,1
1767649310.7087193,0,40889,411908437,137779,189857,0,0,9,1,0,0,1
1767649310.7113385,0,40890,411918437,137779,189857,0,0,3,1,1,0,0
1767649310.7129421,0,40891,411928437,137779,189857,0,0,11,1,1,0,1
1767649310.714528,0,40892,411938437,137779,189857,0,0,11,1,1,0,1
1767649310.7571106,0,40893,411948437,137749,189896,0,1,9,1,0,0,1
1767649310.7587702,0,40894,411958437,137784,189873,0,0,9,1,0,0,1
1767649310.760546,0,40895,411968437,137784,189873,0,0,11,1,1,0,1
1767649310.7621658,0,40896,411978437,137784,189873,0,0,11,1,1,0,1
1767649310.7637784,0,40897,411988437,137784,189873,0,0,11,1,1,0,1
1767649310.7655232,0,40898,411998437,137784,189873,0,0,11,1,1,0,1
1767649310.8081381,0,40899,412008437,137766,189912,0,1,9,1,0,0,1
1767649310.8107915,0,40900,412018437,137758,189896,0,0,1,1,0,0,0
1767649310.812459,0,40901,412028437,137758,189896,0,0,11,1,1,0,1
1767649310.8140182,0,40902,412038437,137758,189896,0,0,11,1,1,0,1
1767649310.8155856,0,40903,412048437,137758,189896,0,0,11,1,1,0,1
1767649310.8580859,0,40904,412058437,137759,189915,0,1,9,1,0,0,1
1767649310.8596425,0,40905,412068437,137756,189930,0,0,9,1,0,0,1
1767649310.8613405,0,40906,412078437,137756,189930,0,0,11,1,1,0,1
1767649310.8630674,0,40907,412088437,137756,189930,0,0,11,1,1,0,1
1767649310.8647068,0,40908,412098437,137756,189930,0,0,11,1,1,0,1
1767649310.9070766,0,40909,412108437,137804,189863,0,1,9,1,0,0,1
1767649310.9096515,0,40910,412118437,137807,189868,0,0,1,1,0,0,0
1767649310.9112995,0,40911,412128437,137807,189868,0,0,11,1,1,0,1
1767649310.9129443,0,40912,412138437,137807,189868,0,0,11,1,1,0,1
