pc_time_s,recording,idx,t_us,red,ir,green,rb_used,flags,finger,underflow,overflow,catchup
1767649024.2663863,0,12056,123578437,138411,189388,0,0,11,1,1,0,1
1767649024.3091106,0,12057,123588437,138385,189430,0,1,9,1,0,0,1
1767649024.3107905,0,12058,123598437,138379,189427,0,0,9,1,0,0,1
1767649024.3125858,0,12059,123608437,138379,189427,0,0,11,1,1,0,1
1767649024.31511,0,12060,123618437,138379,189427,0,0,3,1,1,0,0
1767649024.3591597,0,12061,123628437,138368,189457,0,1,9,1,0,0,1
1767649024.3607345,0,12062,123638437,138385,189443,0,0,9,1,0,0,1
1767649024.3624332,0,12063,123648437,138385,189443,0,0,11,1,1,0,1
1767649024.364045,0,12064,123658437,138385,189443,0,0,11,1,1,0,1
1767649024.3656075,0,12065,123668437,138385,189443,0,0,11,1,1,0,1
1767649024.408095,0,12066,123678437,138407,189345,0,1,9,1,0,0,1
1767649024.4096878,0,12067,123688437,138435,189403,0,0,9,1,0,0,1
1767649024.4113011,0,12068,123698437,138435,189403,0,0,11,1,1,0,1
1767649024.4128623,0,12069,123708437,138435,189403,0,0,11,1,1,0,1
1767649024.4161348,0,12070,123718437,138435,189403,0,0,3,1,1,0,0
1767649024.4581685,0,12071,123728437,138421,189410,0,1,9,1,0,0,1
1767649024.4597707,0,12072,123738437,138447,189382,0,0,9,1,0,0,1
1767649024.4621596,0,12073,123748437,138447,189382,0,0,11,1,1,0,1
1767649024.4637756,0,12074,123758437,138447,189382,0,0,11,1,1,0,1
1767649024.4658856,0,12075,123768437,138447,189382,0,0,11,1,1,0,1
1767649024.4671516,0,12076,123778437,138447,189382,0,0,11,1,1,0,1
1767649024.5091498,0,12077,123788437,138385,189451,0,1,9,1,0,0,1
1767649024.5108688,0,12078,123798437,138356,189424,0,0,9,1,0,0,1
1767649024.512683,0,12079,123808437,138356,189424,0,0,11,1,1,0,1
1767649024.5506861,0,12080,123818437,138356,189424,0,0,3,1,1,0,0
1767649024.552317,0,12081,123828437,138356,189424,0,0,11,1,1,0,1
1767649024.5540237,0,12082,123838437,138356,189424,0,0,11,1,1,0,1
1767649024.5557702,0,12083,123848437,138356,189424,0,0,11,1,1,0,1
1767649024.5981538,0,12084,123858437,138437,189394,0,1,9,1,0,0,1
1767649024.599705,0,12085,123868437,138400,189408,0,0,9,1,0,0,1
1767649024.6012075,0,12086,123878437,138400,189408,0,0,11,1,1,0,1
1767649024.6027825,0,12087,123888437,138400,189408,0,0,11,1,1,0,1
1767649024.6045578,0,12088,123898437,138400,189408,0,0,11,1,1,0,1
1767649024.6062982,0,12089,123908437,138400,189408,0,0,11,1,1,0,1
1767649024.6500928,0,12090,123918437,138369,189474,0,1,1,1,0,0,0
1767649024.6517122,0,12091,123928437,138371,189449,0,0,9,1,0,0,1
1767649024.6533055,0,12092,123938437,138371,189449,0,0,11,1,1,0,1
1767649024.6549294,0,12093,123948437,138371,189449,0,0,11,1,1,0,1
1767649024.6565475,0,12094,123958437,138371,189449,0,0,11,1,1,0,1
1767649024.6989958,0,12095,123968437,138345,189443,0,1,9,1,0,0,1
1767649024.7007763,0,12096,123978437,138356,189465,0,0,9,1,0,0,1
1767649024.7025163,0,12097,123988437,138356,189465,0,0,11,1,1,0,1
1767649024.7041047,0,12098,123998437,138356,189465,0,0,11,1,1,0,1
1767649024.7057521,0,12099,124008437,138356,189465,0,0,11,1,1,0,1
1767649024.7491796,0,12100,124018437,138420,189375,0,1,1,1,0,0,0
1767649024.750758,0,12101,124028437,138413,189446,0,0,9,1,0,0,1
1767649024.7524025,0,12102,124038437,138413,189446,0,0,11,1,1,0,1
1767649024.7541344,0,12103,124048437,138413,189446,0,0,11,1,1,0,1
1767649024.7557468,0,12104,124058437,138413,189446,0,0,11,1,1,0,1
1767649024.7981133,0,12105,124068437,138449,189383,0,1,9,1,0,0,1
1767649024.7996838,0,12106,124078437,138423,189402,0,0,9,1,0,0,1
1767649024.8011565,0,12107,124088437,138423,189402,0,0,11,1,1,0,1
1767649024.8028347,0,12108,124098437,138423,189402,0,0,11,1,1,0,1
1767649024.804525,0,12109,124108437,138423,189402,0,0,11,1,1,0,1
1767649024.8481505,0,12110,124118437,138413,189381,0,1,1,1,0,0,0
1767649024.849934,0,12111,124128437,138415,189351,0,0,9,1,0,0,1
1767649024.8514855,0,12112,124138437,138415,189351,0,0,11,1,1,0,1
1767649024.8530707,0,12113,124148437,138415,189351,0,0,11,1,1,0,1
1767649024.854769,0,12114,124158437,138415,189351,0,0,11,1,1,0,1
1767649024.8564637,0,12115,124168437,138415,189351,0,0,11,1,1,0,1
1767649024.8989475,0,12116,124178437,138355,189472,0,1,9,1,0,0,1
1767649024.9005315,0,12117,124188437,138360,189470,0,0,9,1,0,0,1
1767649024.9023232,0,12118,124198437,138360,189470,0,0,11,1,1,0,1
1767649024.9040296,0,12119,124208437,138360,189470,0,0,11,1,1,0,1
1767649024.906887,0,12120,124218437,138360,189470,0,0,3,1,1,0,0
1767649024.9490104,0,12121,124228437,138376,189473,0,1,9,1,0,0,1
1767649024.9506416,0,12122,124238437,138376,189463,0,0,9,1,0,0,1
1767649024.9522166,0,12123,124248437,138376,189463,0,0,11,1,1,0,1
1767649024.9537518,0,12124,124258437,138376,189463,0,0,11,1,1,0,1
1767649024.9554076,0,12125,124268437,138376,189463,0,0,11,1,1,0,1
1767649024.9980736,0,12126,124278437,138419,189392,0,1,9,1,0,0,1
1767649024.999684,0,12127,124288437,138404,189403,0,0,9,1,0,0,1
1767649025.0013003,0,12128,124298437,138404,189403,0,0,11,1,1,0,1
1767649025.002797,0,12129,124308437,138404,189403,0,0,11,1,1,0,1
1767649025.0055232,0,12130,124318437,138404,189403,0,0,3,1,1,0,0
1767649025.0481055,0,12131,124328437,138431,189408,0,1,9,1,0,0,1
1767649025.0496197,0,12132,124338437,138426,189424,0,0,9,1,0,0,1
1767649025.0512354,0,12133,124348437,138426,189424,0,0,11,1,1,0,1
1767649025.0527675,0,12134,124358437,138426,189424,0,0,11,1,1,0,1
1767649025.0543818,0,12135,124368437,138426,189424,0,0,11,1,1,0,1
1767649025.0561724,0,12136,124378437,138426,189424,0,0,11,1,1,0,1
1767649025.0980847,0,12137,124388437,138442,189385,0,1,9,1,0,0,1
1767649025.0997167,0,12138,124398437,138444,189358,0,0,9,1,0,0,1
1767649025.1012282,0,12139,124408437,138444,189358,0,0,11,1,1,0,1
1767649025.103895,0,12140,124418437,138444,189358,0,0,3,1,1,0,0
1767649025.1055348,0,12141,124428437,138444,189358,0,0,11,1,1,0,1
1767649025.1480792,0,12142,124438437,138410,189394,0,1,9,1,0,0,1
1767649025.1496797,0,12143,124448437,138416,189324,0,0,9,1,0,0,1
1767649025.1513011,0,12144,124458437,138416,189324,0,0,11,1,1,0,1
1767649025.1529565,0,12145,124468437,138416,189324,0,0,11,1,1,0,1
1767649025.1546192,0,12146,124478437,138416,189324,0,0,11,1,1,0,1
1767649025.1561525,0,12147,124488437,138416,189324,0,0,11,1,1,0,1
1767649025.1979904,0,12148,124498437,138417,189420,0,1,9,1,0,0,1
1767649025.1996405,0,12149,124508437,138431,189395,0,0,9,1,0,0,1
1767649025.20241,0,12150,124518437,138431,189395,0,0,3,1,1,0,0
1767649025.2040532,0,12151,124528437,138431,189395,0,0,11,1,1,0,1
1767649025.205638,0,12152,124538437,138431,189395,0,0,11,1,1,0,1
1767649025.248041,0,12153,124548437,138403,189363,0,1,9,1,0,0,1
1767649025.2497082,0,12154,124558437,138401,189380,0,0,9,1,0,0,1
1767649025.251305,0,12155,124568437,138401,189380,0,0,11,1,1,0,1
1767649025.2529328,0,12156,124578437,138401,189380,0,0,11,1,1,0,1
1767649025.2546802,0,12157,124588437,138401,189380,0,0,11,1,1,0,1
1767649025.2561395,0,12158,124598437,138401,189380,0,0,11,1,1,0,1
1767649025.2979968,0,12159,124608437,138432,189435,0,1,9,1,0,0,1
1767649025.3007321,0,12160,124618437,138398,189432,0,0,1,1,0,0,0
1767649025.302412,0,12161,124628437,138398,189432,0,0,11,1,1,0,1
1767649025.303977,0,12162,124638437,138398,189432,0,0,11,1,1,0,1
1767649025.305619,0,12163,124648437,138398,189432,0,0,11,1,1,0,1
1767649025.34796,0,12164,124658437,138374,189386,0,1,9,1,0,0,1
1767649025.349525,0,12165,124668437,138388,189397,0,0,9,1,0,0,1
1767649025.3512154,0,12166,124678437,138388,189397,0,0,11,1,1,0,1
1767649025.3528023,0,12167,124688437,138388,189397,0,0,11,1,1,0,1
1767649025.354403,0,12168,124698437,138388,189397,0,0,11,1,1,0,1
1767649025.3559825,0,12169,124708437,138388,189397,0,0,11,1,1,0,1
1767649025.4000878,0,12170,124718437,138328,189427,0,1,1,1,0,0,0
1767649025.401774,0,12171,124728437,138371,189438,0,0,9,1,0,0,1
1767649025.403421,0,12172,124738437,138371,189438,0,0,11,1,1,0,1
1767649025.4050832,0,12173,124748437,138371,189438,0,0,11,1,1,0,1
1767649025.4066682,0,12174,124758437,138371,189438,0,0,11,1,1,0,1
1767649025.449038,0,12175,124768437,138336,189435,0,1,9,1,0,0,1
1767649025.4507127,0,12176,124778437,138340,189441,0,0,9,1,0,0,1
1767649025.4524171,0,12177,124788437,138340,189441,0,0,11,1,1,0,1
1767649025.454294,0,12178,124798437,138340,189441,0,0,11,1,1,0,1
1767649025.4559314,0,12179,124808437,138340,189441,0,0,11,1,1,0,1
1767649025.4990563,0,12180,124818437,138383,189406,0,1,1,1,0,0,0
1767649025.500761,0,12181,124828437,138359,189443,0,0,9,1,0,0,1
1767649025.502424,0,12182,124838437,138359,189443,0,0,11,1,1,0,1
1767649025.5040758,0,12183,124848437,138359,189443,0,0,11,1,1,0,1
1767649025.5057414,0,12184,124858437,138359,189443,0,0,11,1,1,0,1
1767649025.5480251,0,12185,124868437,138378,189433,0,1,9,1,0,0,1
1767649025.5496993,0,12186,124878437,138379,189427,0,0,9,1,0,0,1
1767649025.5511236,0,12187,124888437,138379,189427,0,0,11,1,1,0,1
1767649025.5528,0,12188,124898437,138379,189427,0,0,11,1,1,0,1
1767649025.5544472,0,12189,124908437,138379,189427,0,0,11,1,1,0,1
1767649025.598002,0,12190,124918437,138376,189438,0,1,1,1,0,0,0
1767649025.5996928,0,12191,124928437,138389,189414,0,0,9,1,0,0,1
1767649025.601253,0,12192,124938437,138389,189414,0,0,11,1,1,0,1
1767649025.6027746,0,12193,124948437,138389,189414,0,0,11,1,1,0,1
1767649025.60457,0,12194,124958437,138389,189414,0,0,11,1,1,0,1
1767649025.60607,0,12195,124968437,138389,189414,0,0,11,1,1,0,1
1767649025.6480272,0,12196,124978437,138367,189457,0,1,9,1,0,0,1
1767649025.6496434,0,12197,124988437,138375,189437,0,0,9,1,0,0,1
1767649025.6513214,0,12198,124998437,138375,189437,0,0,11,1,1,0,1
1767649025.652996,0,12199,125008437,138375,189437,0,0,11,1,1,0,1
1767649025.6557224,0,12200,125018437,138375,189437,0,0,3,1,1,0,0
1767649025.7000284,0,12201,125028437,138388,189455,0,1,9,1,0,0,1
1767649025.7017188,0,12202,125038437,138358,189440,0,0,9,1,0,0,1
1767649025.7033176,0,12203,125048437,138358,189440,0,0,11,1,1,0,1
1767649025.7048805,0,12204,125058437,138358,189440,0,0,11,1,1,0,1
1767649025.706582,0,12205,125068437,138358,189440,0,0,11,1,1,0,1
1767649025.7490134,0,12206,125078437,138395,189435,0,1,9,1,0,0,1
1767649025.7507706,0,12207,125088437,138375,189424,0,0,9,1,0,0,1
1767649025.7524445,0,12208,125098437,138375,189424,0,0,11,1,1,0,1
1767649025.7541444,0,12209,125108437,138375,189424,0,0,11,1,1,0,1
1767649025.7569654,0,12210,125118437,138375,189424,0,0,3,1,1,0,0
1767649025.7990348,0,12211,125128437,138377,189439,0,1,9,1,0,0,1
1767649025.800768,0,12212,125138437,138388,189456,0,0,9,1,0,0,1
1767649025.8024197,0,12213,125148437,138388,189456,0,0,11,1,1,0,1
1767649025.8042939,0,12214,125158437,138388,189456,0,0,11,1,1,0,1
1767649025.8058078,0,12215,125168437,138388,189456,0,0,11,1,1,0,1
1767649025.8500307,0,12216,125178437,138404,189449,0,1,9,1,0,0,1
1767649025.851802,0,12217,125188437,138383,189444,0,0,9,1,0,0,1
1767649025.85343,0,12218,125198437,138383,189444,0,0,11,1,1,0,1
1767649025.8551548,0,12219,125208437,138383,189444,0,0,11,1,1,0,1
1767649025.89891,0,12220,125218437,138389,189432,0,1,1,1,0,0,0
1767649025.9005957,0,12221,125228437,138387,189432,0,0,9,1,0,0,1
1767649025.9021354,0,12222,125238437,138387,189432,0,0,11,1,1,0,1
1767649025.9037654,0,12223,125248437,138387,189432,0,0,11,1,1,0,1
1767649025.9054215,0,12224,125258437,138387,189432,0,0,11,1,1,0,1
1767649025.9500089,0,12225,125268437,138349,189435,0,1,9,1,0,0,1
1767649025.9517903,0,12226,125278437,138386,189429,0,0,9,1,0,0,1
1767649025.9533968,0,12227,125288437,138386,189429,0,0,11,1,1,0,1
1767649025.9549592,0,12228,125298437,138386,189429,0,0,11,1,1,0,1
1767649025.956544,0,12229,125308437,138386,189429,0,0,11,1,1,0,1
1767649026.0000455,0,12230,125318437,138396,189427,0,1,1,1,0,0,0
1767649026.0016704,0,12231,125328437,138407,189421,0,0,9,1,0,0,1
1767649026.003201,0,12232,125338437,138407,189421,0,0,11,1,1,0,1
1767649026.0048037,0,12233,125348437,138407,189421,0,0,11,1,1,0,1
1767649026.0065784,0,12234,125358437,138407,189421,0,0,11,1,1,0,1
1767649026.048966,0,12235,125368437,138378,189421,0,1,9,1,0,0,1
1767649026.0506542,0,12236,125378437,138378,189461,0,0,9,1,0,0,1
1767649026.052324,0,12237,125388437,138378,189461,0,0,11,1,1,0,1
1767649026.0539424,0,12238,125398437,138378,189461,0,0,11,1,1,0,1
1767649026.0555477,0,12239,125408437,138378,189461,0,0,11,1,1,0,1
1767649026.0939465,0,12240,125418437,138378,189461,0,0,3,1,1,0,0
1767649026.0955648,0,12241,125428437,138378,189461,0,0,11,1,1,0,1
1767649026.1398833,0,12242,125438437,138374,189406,0,1,9,1,0,0,1
1767649026.141558,0,12243,125448437,138387,189452,0,0,9,1,0,0,1
1767649026.1431363,0,12244,125458437,138387,189452,0,0,11,1,1,0,1
1767649026.1447885,0,12245,125468437,138387,189452,0,0,11,1,1,0,1
1767649026.147522,0,12246,125478437,138387,189452,0,0,11,1,1,0,1
1767649026.1889577,0,12247,125488437,138391,189444,0,1,9,1,0,0,1
1767649026.1904378,0,12248,125498437,138401,189443,0,0,9,1,0,0,1
1767649026.192149,0,12249,125508437,138401,189443,0,0,11,1,1,0,1
1767649026.1948307,0,12250,125518437,138401,189443,0,0,3,1,1,0,0
1767649026.196468,0,12251,125528437,138401,189443,0,0,11,1,1,0,1
1767649026.2389984,0,12252,125538437,138375,189416,0,1,9,1,0,0,1
1767649026.2405457,0,12253,125548437,138396,189407,0,0,9,1,0,0,1
1767649026.2421055,0,12254,125558437,138396,189407,0,0,11,1,1,0,1
1767649026.2436867,0,12255,125568437,138396,189407,0,0,11,1,1,0,1
1767649026.2454362,0,12256,125578437,138396,189407,0,0,11,1,1,0,1
1767649026.2472732,0,12257,125588437,138396,189407,0,0,11,1,1,0,1
1767649026.2890303,0,12258,125598437,138361,189429,0,1,9,1,0,0,1
1767649026.2906685,0,12259,125608437,138387,189433,0,0,9,1,0,0,1
1767649026.293326,0,12260,125618437,138387,189433,0,0,3,1,1,0,0
1767649026.2969794,0,12261,125628437,138387,189433,0,0,11,1,1,0,1
1767649026.2971892,0,12262,125638437,138387,189433,0,0,11,1,1,0,1
1767649026.3390334,0,12263,125648437,138383,189432,0,1,9,1,0,0,1
1767649026.3407304,0,12264,125658437,138370,189423,0,0,9,1,0,0,1
1767649026.3423433,0,12265,125668437,138370,189423,0,0,11,1,1,0,1
1767649026.3440037,0,12266,125678437,138370,189423,0,0,11,1,1,0,1
1767649026.345817,0,12267,125688437,138370,189423,0,0,11,1,1,0,1
1767649026.3471954,0,12268,125698437,138370,189423,0,0,11,1,1,0,1
1767649026.3889165,0,12269,125708437,138379,189440,0,1,9,1,0,0,1
1767649026.3921924,0,12270,125718437,138354,189420,0,0,1,1,0,0,0
1767649026.393695,0,12271,125728437,138354,189420,0,0,11,1,1,0,1
1767649026.3954022,0,12272,125738437,138354,189420,0,0,11,1,1,0,1
1767649026.3970115,0,12273,125748437,138354,189420,0,0,11,1,1,0,1
1767649026.4390123,0,12274,125758437,138375,189417,0,1,9,1,0,0,1
1767649026.4406626,0,12275,125768437,138367,189422,0,0,9,1,0,0,1
1767649026.4424005,0,12276,125778437,138367,189422,0,0,11,1,1,0,1
1767649026.4440815,0,12277,125788437,138367,189422,0,0,11,1,1,0,1
1767649026.4456294,0,12278,125798437,138367,189422,0,0,11,1,1,0,1
1767649026.4899297,0,12279,125808437,138364,189408,0,1,9,1,0,0,1
1767649026.4925554,0,12280,125818437,138352,189434,0,0,1,1,0,0,0
1767649026.4942281,0,12281,125828437,138352,189434,0,0,11,1,1,0,1
1767649026.4959037,0,12282,125838437,138352,189434,0,0,11,1,1,0,1
1767649026.5399578,0,12283,125848437,138372,189428,0,1,9,1,0,0,1
1767649026.5414555,0,12284,125858437,138364,189448,0,0,9,1,0,0,1
1767649026.5431654,0,12285,125868437,138364,189448,0,0,11,1,1,0,1
1767649026.5448067,0,12286,125878437,138364,189448,0,0,11,1,1,0,1
1767649026.54662,0,12287,125888437,138364,189448,0,0,11,1,1,0,1
1767649026.5889618,0,12288,125898437,138373,189419,0,1,9,1,0,0,1
1767649026.5904543,0,12289,125908437,138370,189430,0,0,9,1,0,0,1
1767649026.5931234,0,12290,125918437,138370,189430,0,0,3,1,1,0,0
1767649026.5946903,0,12291,125928437,138370,189430,0,0,11,1,1,0,1
1767649026.5967393,0,12292,125938437,138370,189430,0,0,11,1,1,0,1
1767649026.6389105,0,12293,125948437,138378,189444,0,1,9,1,0,0,1
1767649026.6405087,0,12294,125958437,138374,189436,0,0,9,1,0,0,1
1767649026.6420732,0,12295,125968437,138374,189436,0,0,11,1,1,0,1
1767649026.6436737,0,12296,125978437,138374,189436,0,0,11,1,1,0,1
1767649026.6454384,0,12297,125988437,138374,189436,0,0,11,1,1,0,1
1767649026.6471152,0,12298,125998437,138374,189436,0,0,11,1,1,0,1
1767649026.6890512,0,12299,126008437,138401,189426,0,1,9,1,0,0,1
1767649026.69168,0,12300,126018437,138382,189427,0,0,1,1,0,0,0
1767649026.693409,0,12301,126028437,138382,189427,0,0,11,1,1,0,1
1767649026.6950066,0,12302,126038437,138382,189427,0,0,11,1,1,0,1
1767649026.6967535,0,12303,126048437,138382,189427,0,0,11,1,1,0,1
1767649026.7389662,0,12304,126058437,138376,189408,0,1,9,1,0,0,1
1767649026.7406142,0,12305,126068437,138372,189410,0,0,9,1,0,0,1
1767649026.7421548,0,12306,126078437,138372,189410,0,0,11,1,1,0,1
1767649026.743787,0,12307,126088437,138372,189410,0,0,11,1,1,0,1
1767649026.7457445,0,12308,126098437,138372,189410,0,0,11,1,1,0,1
1767649026.7481275,0,12309,126108437,138372,189410,0,0,11,1,1,0,1
1767649026.79094,0,12310,126118437,138367,189374,0,1,1,1,0,0,0
1767649026.7926292,0,12311,126128437,138374,189380,0,0,9,1,0,0,1
1767649026.7941594,0,12312,126138437,138374,189380,0,0,11,1,1,0,1
1767649026.7958324,0,12313,126148437,138374,189380,0,0,11,1,1,0,1
1767649026.8398747,0,12314,126158437,138360,189431,0,1,9,1,0,0,1
1767649026.8414438,0,12315,126168437,138363,189399,0,0,9,1,0,0,1
1767649026.8431182,0,12316,126178437,138363,189399,0,0,11,1,1,0,1
1767649026.8447976,0,12317,126188437,138363,189399,0,0,11,1,1,0,1
1767649026.8464603,0,12318,126198437,138363,189399,0,0,11,1,1,0,1
1767649026.8890555,0,12319,126208437,138408,189434,0,1,9,1,0,0,1
1767649026.8917086,0,12320,126218437,138389,189436,0,0,1,1,0,0,0
1767649026.8933268,0,12321,126228437,138389,189436,0,0,11,1,1,0,1
1767649026.8948388,0,12322,126238437,138389,189436,0,0,11,1,1,0,1
1767649026.8965847,0,12323,126248437,138389,189436,0,0,11,1,1,0,1
1767649026.9390714,0,12324,126258437,138363,189437,0,1,9,1,0,0,1
1767649026.940793,0,12325,126268437,138392,189439,0,0,9,1,0,0,1
1767649026.9424539,0,12326,126278437,138392,189439,0,0,11,1,1,0,1
1767649026.9439542,0,12327,126288437,138392,189439,0,0,11,1,1,0,1
1767649026.9467378,0,12328,126298437,138392,189439,0,0,11,1,1,0,1
1767649026.9472556,0,12329,126308437,138392,189439,0,0,11,1,1,0,1
1767649026.991041,0,12330,126318437,138355,189359,0,1,1,1,0,0,0
1767649026.9929574,0,12331,126328437,138342,189380,0,0,9,1,0,0,1
1767649026.9942427,0,12332,126338437,138342,189380,0,0,11,1,1,0,1
1767649026.9962888,0,12333,126348437,138342,189380,0,0,11,1,1,0,1
1767649027.039882,0,12334,126358437,138348,189466,0,1,9,1,0,0,1
1767649027.0414147,0,12335,126368437,138374,189411,0,0,9,1,0,0,1
1767649027.043028,0,12336,126378437,138374,189411,0,0,11,1,1,0,1
1767649027.044819,0,12337,126388437,138374,189411,0,0,11,1,1,0,1
1767649027.0464206,0,12338,126398437,138374,189411,0,0,11,1,1,0,1
1767649027.089064,0,12339,126408437,138372,189415,0,1,9,1,0,0,1
1767649027.0918255,0,12340,126418437,138349,189421,0,0,1,1,0,0,0
1767649027.0935278,0,12341,126428437,138349,189421,0,0,11,1,1,0,1
1767649027.0955422,0,12342,126438437,138349,189421,0,0,11,1,1,0,1
1767649027.0968263,0,12343,126448437,138349,189421,0,0,11,1,1,0,1
1767649027.139032,0,12344,126458437,138313,189409,0,1,9,1,0,0,1
1767649027.140796,0,12345,126468437,138360,189419,0,0,9,1,0,0,1
1767649027.142538,0,12346,126478437,138360,189419,0,0,11,1,1,0,1
1767649027.1440873,0,12347,126488437,138360,189419,0,0,11,1,1,0,1
1767649027.1458662,0,12348,126498437,138360,189419,0,0,11,1,1,0,1
1767649027.1472452,0,12349,126508437,138360,189419,0,0,11,1,1,0,1
1767649027.190964,0,12350,126518437,138374,189400,0,1,1,1,0,0,0
1767649027.1924512,0,12351,126528437,138377,189413,0,0,9,1,0,0,1
1767649027.1941638,0,12352,126538437,138377,189413,0,0,11,1,1,0,1
1767649027.1957858,0,12353,126548437,138377,189413,0,0,11,1,1,0,1
1767649027.2399697,0,12354,126558437,138358,189432,0,1,9,1,0,0,1
1767649027.2414465,0,12355,126568437,138367,189431,0,0,9,1,0,0,1
1767649027.2430317,0,12356,126578437,138367,189431,0,0,11,1,1,0,1
1767649027.2448003,0,12357,126588437,138367,189431,0,0,11,1,1,0,1
1767649027.2462733,0,12358,126598437,138367,189431,0,0,11,1,1,0,1
1767649027.289874,0,12359,126608437,138362,189427,0,1,9,1,0,0,1
1767649027.2925916,0,12360,126618437,138364,189435,0,0,1,1,0,0,0
1767649027.2940748,0,12361,126628437,138364,189435,0,0,11,1,1,0,1
1767649027.2958114,0,12362,126638437,138364,189435,0,0,11,1,1,0,1
1767649027.3398988,0,12363,126648437,138374,189426,0,1,9,1,0,0,1
1767649027.3415947,0,12364,126658437,138386,189423,0,0,9,1,0,0,1
1767649027.3432329,0,12365,126668437,138386,189423,0,0,11,1,1,0,1
1767649027.345263,0,12366,126678437,138386,189423,0,0,11,1,1,0,1
1767649027.347528,0,12367,126688437,138386,189423,0,0,11,1,1,0,1
1767649027.388994,0,12368,126698437,138397,189400,0,1,9,1,0,0,1
1767649027.3906674,0,12369,126708437,138365,189411,0,0,9,1,0,0,1
1767649027.393874,0,12370,126718437,138365,189411,0,0,3,1,1,0,0
1767649027.3954735,0,12371,126728437,138365,189411,0,0,11,1,1,0,1
1767649027.3970122,0,12372,126738437,138365,189411,0,0,11,1,1,0,1
1767649027.4390562,0,12373,126748437,138345,189370,0,1,9,1,0,0,1
1767649027.4407008,0,12374,126758437,138378,189397,0,0,9,1,0,0,1
1767649027.4423385,0,12375,126768437,138378,189397,0,0,11,1,1,0,1
1767649027.4438815,0,12376,126778437,138378,189397,0,0,11,1,1,0,1
1767649027.445458,0,12377,126788437,138378,189397,0,0,11,1,1,0,1
1767649027.4471617,0,12378,126798437,138378,189397,0,0,11,1,1,0,1
1767649027.4890616,0,12379,126808437,138370,189386,0,1,9,1,0,0,1
1767649027.491701,0,12380,126818437,138399,189420,0,0,1,1,0,0,0
1767649027.4933445,0,12381,126828437,138399,189420,0,0,11,1,1,0,1
1767649027.4949894,0,12382,126838437,138399,189420,0,0,11,1,1,0,1
1767649027.4968014,0,12383,126848437,138399,189420,0,0,11,1,1,0,1
1767649027.539066,0,12384,126858437,138384,189400,0,1,9,1,0,0,1
1767649027.5408478,0,12385,126868437,138366,189391,0,0,9,1,0,0,1
1767649027.5425208,0,12386,126878437,138366,189391,0,0,11,1,1,0,1
1767649027.5441625,0,12387,126888437,138366,189391,0,0,11,1,1,0,1
1767649027.545934,0,12388,126898437,138366,189391,0,0,11,1,1,0,1
1767649027.547372,0,12389,126908437,138366,189391,0,0,11,1,1,0,1
1767649027.59097,0,12390,126918437,138360,189448,0,1,1,1,0,0,0
1767649027.5925412,0,12391,126928437,138356,189410,0,0,9,1,0,0,1
1767649027.5941164,0,12392,126938437,138356,189410,0,0,11,1,1,0,1
1767649027.5957263,0,12393,126948437,138356,189410,0,0,11,1,1,0,1
1767649027.5976844,0,12394,126958437,138356,189410,0,0,11,1,1,0,1
1767649027.6399052,0,12395,126968437,138357,189404,0,1,9,1,0,0,1
1767649027.6414669,0,12396,126978437,138353,189424,0,0,9,1,0,0,1
1767649027.6430397,0,12397,126988437,138353,189424,0,0,11,1,1,0,1
1767649027.6446757,0,12398,126998437,138353,189424,0,0,11,1,1,0,1
1767649027.6474838,0,12399,127008437,138353,189424,0,0,11,1,1,0,1
1767649027.6842513,0,12400,127018437,138353,189424,0,0,3,1,1,0,0
1767649027.6858206,0,12401,127028437,138353,189424,0,0,11,1,1,0,1
1767649027.687542,0,12402,127038437,138353,189424,0,0,11,1,1,0,1
1767649027.7299814,0,12403,127048437,138371,189484,0,1,9,1,0,0,1
1767649027.7315576,0,12404,127058437,138359,189466,0,0,9,1,0,0,1
1767649027.7332413,0,12405,127068437,138359,189466,0,0,11,1,1,0,1
1767649027.7348304,0,12406,127078437,138359,189466,0,0,11,1,1,0,1
1767649027.7365909,0,12407,127088437,138359,189466,0,0,11,1,1,0,1
1767649027.7790058,0,12408,127098437,138371,189367,0,1,9,1,0,0,1
1767649027.7806776,0,12409,127108437,138384,189384,0,0,9,1,0,0,1
1767649027.7834337,0,12410,127118437,138384,189384,0,0,3,1,1,0,0
1767649027.785063,0,12411,127128437,138384,189384,0,0,11,1,1,0,1
1767649027.7867186,0,12412,127138437,138384,189384,0,0,11,1,1,0,1
1767649027.8289974,0,12413,127148437,138384,189376,0,1,9,1,0,0,1
1767649027.8306699,0,12414,127158437,138399,189401,0,0,9,1,0,0,1
1767649027.8324351,0,12415,127168437,138399,189401,0,0,11,1,1,0,1
1767649027.8339036,0,12416,127178437,138399,189401,0,0,11,1,1,0,1
1767649027.835457,0,12417,127188437,138399,189401,0,0,11,1,1,0,1
1767649027.8370402,0,12418,127198437,138399,189401,0,0,11,1,1,0,1
1767649027.878996,0,12419,127208437,138390,189396,0,1,9,1,0,0,1
1767649027.8816447,0,12420,127218437,138357,189391,0,0,1,1,0,0,0
1767649027.8834357,0,12421,127228437,138357,189391,0,0,11,1,1,0,1
1767649027.8852172,0,12422,127238437,138357,189391,0,0,11,1,1,0,1
1767649027.88655,0,12423,127248437,138357,189391,0,0,11,1,1,0,1
1767649027.9289901,0,12424,127258437,138380,189386,0,1,9,1,0,0,1
