hop,batch,fs,latency_s,active_mean,eproxy_ms_s_mean,inf_s_mean,samp_s_mean,pend_peak_mean,n_pwr_windows
384,1,64,6.0,36.20196078431373,435.9246274509804,0.1672666666666667,63.39980392156863,1.0,51
384,2,64,12.0,33.423529411764704,370.08901960784317,0.1399921568627451,63.45,1.4901960784313726,51
384,4,64,24.0,29.539215686274513,277.55554901960784,0.10163137254901962,63.5913725490196,2.4705882352941178,51
384,8,64,48.0,26.235294117647058,199.1160980392157,0.06915490196078432,63.663529411764706,4.235294117647059,51
