dt,Fs,HOP,BATCH,pend_now,pend_peak,samp,inf,active,eproxy_ms_s,infer_ms_s,fill_ms_s,rx_ms_s,t_sec,fs_run,hop_run,batch_run,latency_s_theory
13.5,64.0,384,8,1.0,8,61.48,0.5926,79.4,1462.472,700.5,0.272,761.701,253.85840773582458,64,384,8,48.0
5.0,64.0,384,8,2.0,2,64.0,0.0,19.2,31.889,0.0,0.0,31.889,258.8588938713074,64,384,8,48.0
5.0,64.0,384,8,3.0,3,63.99,0.0,19.2,31.515,0.0,0.0,31.515,263.85865449905396,64,384,8,48.0
5.0,64.0,384,8,4.0,4,64.0,0.0,19.3,32.738,0.0,0.0,32.738,268.85885667800903,64,384,8,48.0
5.0,64.0,384,8,4.0,0,64.0,0.0,19.2,33.234,0.0,0.0,33.234,273.85923504829407,64,384,8,48.0
5.0,64.0,384,8,5.0,5,64.0,0.0,19.2,32.557,0.0,0.0,32.557,278.8602545261383,64,384,8,48.0
5.0,64.0,384,8,6.0,6,64.0,0.0,19.2,31.836,0.0,0.0,31.836,283.85961627960205,64,384,8,48.0
5.0,64.0,384,8,7.0,7,64.0,0.0,19.3,32.673,0.0,0.0,32.673,288.85967445373535,64,384,8,48.0
13.53,64.0,384,8,1.0,8,61.49,0.5912,79.2,1459.269,698.843,0.267,760.16,302.39124870300293,64,384,8,48.0
5.0,64.0,384,8,2.0,2,64.0,0.0,19.3,32.415,0.0,0.0,32.415,307.39146184921265,64,384,8,48.0
5.0,64.0,384,8,3.0,3,64.0,0.0,19.2,32.733,0.0,0.0,32.733,312.3916094303131,64,384,8,48.0
