metric,mean,std,count
active,33.423529411764704,14.727641878254564,51.0
infer_ms_s,165.53825490196076,171.61613869946416,51.0
fill_ms_s,0.06278431372549019,0.06517831348707642,51.0
rx_ms_s,204.48796078431374,178.4625170768317,51.0
eproxy_ms_s,370.08901960784317,350.14329426230574,51.0
samp,63.45,0.6259009506303692,51.0
inf,0.1399921568627451,0.14513221950089134,51.0
dt,5.9986274509803925,1.070134607622505,51.0
pend_peak,1.4901960784313726,0.5048781642974013,51.0
