dt,Fs,HOP,BATCH,pend_peak,samp,inf,active,infer_ms_s,fill_ms_s,rx_ms_s,eproxy_ms_s,t_sec,fs_run,hop_run,batch_run,burst_run
0.5,64.0,384,8,0,54.0,0.0,18.0,0.0,0.0,11.134,11.134,0.43360280990600586,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.3,0.0,0.0,13.304,13.304,0.9318432807922363,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.3,0.0,0.0,13.208,13.208,1.4317317008972168,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.4,0.0,0.0,13.26,13.26,1.9312996864318848,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.3,0.0,0.0,13.246,13.246,2.4313347339630127,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.3,0.0,0.0,13.324,13.324,2.931537389755249,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.4,0.0,0.0,13.306,13.306,3.4315145015716553,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.3,0.0,0.0,13.242,13.242,3.932431936264038,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.3,0.0,0.0,13.214,13.214,4.431445121765137,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.3,0.0,0.0,13.26,13.26,4.93167781829834,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.3,0.0,0.0,13.204,13.204,5.423960208892822,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.2,0.0,0.0,13.208,13.208,5.931303262710571,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.6,0.0,0.0,13.328,13.328,6.431183099746704,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.6,0.0,0.0,13.19,13.19,6.931595802307129,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.6,0.0,0.0,13.254,13.254,7.431384325027466,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.6,0.0,0.0,13.526,13.526,7.931917667388916,64,384,1,1
0.5,64.0,384,8,1,64.0,0.0,18.5,0.0,0.0,14.154,14.154,8.431977987289429,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.5,0.0,0.0,14.212,14.212,8.931252717971802,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.3,0.0,0.0,14.288,14.288,9.431827783584595,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.4,0.0,0.0,14.282,14.282,9.931463718414307,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.3,0.0,0.0,14.394,14.394,10.431612014770508,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.3,0.0,0.0,14.34,14.34,10.932278871536255,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.3,0.0,0.0,14.35,14.35,11.431390285491943,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.4,0.0,0.0,14.154,14.154,11.931537389755249,64,384,1,1
0.5,64.0,384,8,2,64.0,0.0,18.3,0.0,0.0,13.544,13.544,12.43137001991272,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.2,0.0,0.0,13.426,13.426,12.932315587997437,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.4,0.0,0.0,13.44,13.44,13.431517124176025,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.3,0.0,0.0,13.31,13.31,13.932021141052246,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.3,0.0,0.0,13.242,13.242,14.431717872619629,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.3,0.0,0.0,13.366,13.366,14.931636095046997,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.3,0.0,0.0,13.276,13.276,15.432070255279541,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.3,0.0,0.0,13.32,13.32,15.93095088005066,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.4,0.0,0.0,13.252,13.252,16.432167053222656,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.3,0.0,0.0,13.338,13.338,16.931213855743408,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.3,0.0,0.0,13.274,13.274,17.43164300918579,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.3,0.0,0.0,13.272,13.272,17.931904077529907,64,384,1,1
0.5,64.0,384,8,3,64.0,0.0,18.3,0.0,0.0,13.242,13.242,18.431867837905884,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.4,0.0,0.0,13.378,13.378,18.931567430496216,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.3,0.0,0.0,13.332,13.332,19.430997610092163,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.3,0.0,0.0,13.366,13.366,19.93152904510498,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.3,0.0,0.0,13.244,13.244,20.431785106658936,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.4,0.0,0.0,13.322,13.322,20.93139934539795,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.4,0.0,0.0,13.31,13.31,21.43203067779541,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.3,0.0,0.0,13.304,13.304,21.93146014213562,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.4,0.0,0.0,13.25,13.25,22.431676626205444,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.3,0.0,0.0,13.256,13.256,22.931268453598022,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.3,0.0,0.0,13.288,13.288,23.4314546585083,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.3,0.0,0.0,13.382,13.382,23.931406021118164,64,384,1,1
0.5,64.0,384,8,4,64.0,0.0,18.3,0.0,0.0,13.41,13.41,24.43184781074524,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.3,0.0,0.0,13.358,13.358,24.931353092193604,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.4,0.0,0.0,13.34,13.34,25.432072162628174,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.3,0.0,0.0,13.402,13.402,25.93115472793579,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.5,0.0,0.0,13.306,13.306,26.43139672279358,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.6,0.0,0.0,13.32,13.32,26.923608541488647,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.6,0.0,0.0,13.27,13.27,27.431357622146606,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.6,0.0,0.0,13.388,13.388,27.93155002593994,64,384,1,1
0.5,64.0,384,8,0,64.0,0.0,18.6,0.0,0.0,13.92,13.92,28.431745767593384,64,384,1,1
