dt,Fs,HOP,BATCH,pend_peak,samp,inf,active,infer_ms_s,fill_ms_s,rx_ms_s,eproxy_ms_s,t_sec,fs_run,hop_run,batch_run,burst_run
0.53,64.0,384,8,1,481.2,0.0,28.6,0.0,0.0,141.853,141.853,0.08797192573547363,64,384,1,256
0.5,64.0,384,8,0,0.0,0.0,16.1,0.0,0.0,0.0,0.0,0.5941634178161621,64,384,1,256
0.5,64.0,384,8,0,0.0,0.0,16.3,0.0,0.0,0.0,0.0,1.0904126167297363,64,384,1,256
0.5,64.0,384,8,0,0.0,0.0,16.3,0.0,0.0,0.0,0.0,1.5886712074279785,64,384,1,256
0.5,64.0,384,8,0,0.0,0.0,16.3,0.0,0.0,0.0,0.0,2.0897417068481445,64,384,1,256
0.5,64.0,384,8,0,0.0,0.0,16.3,0.0,0.0,0.0,0.0,2.5928118228912354,64,384,1,256
0.5,64.0,384,8,0,0.0,0.0,16.4,0.0,0.0,0.0,0.0,3.089829683303833,64,384,1,256
0.5,64.0,384,8,0,0.0,0.0,16.3,0.0,0.0,0.0,0.0,3.5901668071746826,64,384,1,256
0.5,64.0,384,8,0,512.0,0.0,29.3,0.0,0.0,153.28,153.28,4.088133335113525,64,384,1,256
0.5,64.0,384,8,0,0.0,0.0,16.2,0.0,0.0,0.0,0.0,4.5914692878723145,64,384,1,256
0.5,64.0,384,8,0,0.0,0.0,16.3,0.0,0.0,0.0,0.0,5.091753721237183,64,384,1,256
0.5,64.0,384,8,0,0.0,0.0,16.4,0.0,0.0,0.0,0.0,5.589881181716919,64,384,1,256
0.5,64.0,384,8,0,0.0,0.0,16.3,0.0,0.0,0.0,0.0,6.087845087051392,64,384,1,256
0.5,64.0,384,8,0,0.0,0.0,16.4,0.0,0.0,0.0,0.0,6.595313549041748,64,384,1,256
0.5,64.0,384,8,0,0.0,0.0,16.3,0.0,0.0,0.0,0.0,7.0879974365234375,64,384,1,256
0.5,64.0,384,8,0,0.0,0.0,16.4,0.0,0.0,0.0,0.0,7.589223384857178,64,384,1,256
0.5,64.0,384,8,2,510.98,0.0,29.3,0.0,0.0,153.367,153.367,8.090246677398682,64,384,1,256
0.5,64.0,384,8,0,0.0,0.0,16.3,0.0,0.0,0.0,0.0,8.59112024307251,64,384,1,256
