mode,burst,fs,hop,batch,active_mean,rx_ms_s_mean,infer_ms_s_mean,fill_ms_s_mean,eproxy_ms_s_mean,samp_s_mean,inf_s_mean,pend_peak_mean,n_pwr_windows
BIN_F32,1,64,384,1,19.322772277227724,25.096334653465348,11.575760396039604,0.004205940594059406,36.67629306930693,63.742732673267334,0.009824158415841585,0.43564356435643564,505
BIN_F32,8,64,384,1,19.05438247011952,28.123081673306775,13.46168924302789,0.004908366533864542,41.589679282868524,63.63635458167331,0.011424302788844622,0.4601593625498008,502
BIN_F32,16,64,384,1,18.86871287128713,27.152376237623763,11.540572277227724,0.004243564356435643,38.697190099009894,65.80560396039604,0.009794257425742576,0.43564356435643564,505
BIN_F32,64,64,384,1,18.9841046277666,30.87149899396378,13.379871227364186,0.00488128772635815,44.25625352112676,63.607867203219314,0.01135774647887324,0.4647887323943662,497
BIN_F32,256,64,384,1,18.789442231075697,29.180440239043826,11.29803984063745,0.004167330677290836,40.48264940239044,59.82458167330677,0.009590637450199205,0.4362549800796813,502
