metric,mean,std,count
active,18.789442231075697,9.489127515511536,502.0
infer_ms_s,11.29803984063745,102.82562153206514,502.0
fill_ms_s,0.004167330677290836,0.03792965292885775,502.0
rx_ms_s,29.180440239043826,114.23523273185384,502.0
eproxy_ms_s,40.48264940239044,211.93655225910805,502.0
samp,59.82458167330677,161.88139201638336,502.0
inf,0.009590637450199205,0.08728622709860828,502.0
dt,0.6135059760956175,1.0299245456947295,502.0
pend_peak,0.4362549800796813,1.5160223188932065,502.0
