metric,mean,std,count
active,35.43333333333333,0.7415299499458309,51.0
infer_ms_s,197.53217647058824,8.848922114485767,51.0
fill_ms_s,0.07258823529411766,0.0035618897826195308,51.0
rx_ms_s,230.2188431372549,8.928631795236154,51.0
eproxy_ms_s,427.82364705882355,17.772772398051497,51.0
samp,63.600392156862746,0.31429897094526893,51.0
inf,0.16748627450980394,0.007498347007383511,51.0
dt,5.9799999999999995,0.22975639272934276,51.0
pend_peak,1.0,0.0,51.0
